"Geo Level","State","State ANSI","Ag District","Ag District Code","County","County ANSI","Category","Domain","Domain Category","Value","CV (%)"
"COUNTY","GEORGIA","13","NORTHEAST",30,"RABUN","241","OPERATIONS WITH AREA GROWN","TOTAL","NOT SPECIFIED",1,0.05
"COUNTY","GEORGIA","13","NORTHEAST",30,"WILKES","317","ACRES BEARING","TOTAL","NOT SPECIFIED",2.07783272898057e+188,34.72
"COUNTY","GEORGIA","13","NORTHEAST",30,"WILKES","317","ACRES GROWN","TOTAL","NOT SPECIFIED",6.38366757488383e+165,34
"COUNTY","GEORGIA","13","NORTHEAST",30,"WILKES","317","OPERATIONS WITH AREA BEARING","TOTAL","NOT SPECIFIED",2,0.05
"COUNTY","GEORGIA","13","NORTHEAST",30,"WILKES","317","OPERATIONS WITH AREA GROWN","TOTAL","NOT SPECIFIED",2,0.05
"COUNTY","GEORGIA","13","NORTHWEST",10,"DADE","083","ACRES BEARING","TOTAL","NOT SPECIFIED",2.07783272898057e+188,34.72
"COUNTY","GEORGIA","13","NORTHWEST",10,"DADE","083","ACRES GROWN","TOTAL","NOT SPECIFIED",6.38366757488383e+165,34
"COUNTY","GEORGIA","13","NORTHWEST",10,"DADE","083","OPERATIONS WITH AREA BEARING","TOTAL","NOT SPECIFIED",1,53.6
"COUNTY","GEORGIA","13","NORTHWEST",10,"DADE","083","OPERATIONS WITH AREA GROWN","TOTAL","NOT SPECIFIED",1,48.6
"COUNTY","GEORGIA","13","NORTHWEST",10,"FLOYD","115","ACRES BEARING","TOTAL","NOT SPECIFIED",2.07783272898057e+188,34.72
"COUNTY","GEORGIA","13","NORTHWEST",10,"FLOYD","115","ACRES GROWN","TOTAL","NOT SPECIFIED",6.38366757488383e+165,34
"COUNTY","GEORGIA","13","NORTHWEST",10,"FLOYD","115","ACRES NON-BEARING","TOTAL","NOT SPECIFIED",0,43.67
"COUNTY","GEORGIA","13","NORTHWEST",10,"FLOYD","115","OPERATIONS WITH AREA BEARING","TOTAL","NOT SPECIFIED",1,0.05
"COUNTY","GEORGIA","13","NORTHWEST",10,"FLOYD","115","OPERATIONS WITH AREA GROWN","TOTAL","NOT SPECIFIED",2,0.05
"COUNTY","GEORGIA","13","NORTHWEST",10,"FLOYD","115","OPERATIONS WITH AREA NON-BEARING","TOTAL","NOT SPECIFIED",1,0.05
"COUNTY","GEORGIA","13","NORTHWEST",10,"PAULDING","223","ACRES BEARING","TOTAL","NOT SPECIFIED",2.07783272898057e+188,34.72
"COUNTY","GEORGIA","13","NORTHWEST",10,"PAULDING","223","ACRES GROWN","TOTAL","NOT SPECIFIED",6.38366757488383e+165,34
"COUNTY","GEORGIA","13","NORTHWEST",10,"PAULDING","223","OPERATIONS WITH AREA BEARING","TOTAL","NOT SPECIFIED",3,53.6
"COUNTY","GEORGIA","13","NORTHWEST",10,"PAULDING","223","OPERATIONS WITH AREA GROWN","TOTAL","NOT SPECIFIED",3,48.6
"COUNTY","GEORGIA","13","NORTHWEST",10,"POLK","233","ACRES BEARING","TOTAL","NOT SPECIFIED",2.07783272898057e+188,34.72
"COUNTY","GEORGIA","13","NORTHWEST",10,"POLK","233","ACRES GROWN","TOTAL","NOT SPECIFIED",6.38366757488383e+165,34
"COUNTY","GEORGIA","13","NORTHWEST",10,"POLK","233","OPERATIONS WITH AREA BEARING","TOTAL","NOT SPECIFIED",2,0.05
"COUNTY","GEORGIA","13","NORTHWEST",10,"POLK","233","OPERATIONS WITH AREA GROWN","TOTAL","NOT SPECIFIED",2,0.05
"COUNTY","GEORGIA","13","NORTHWEST",10,"WALKER","295","ACRES BEARING","TOTAL","NOT SPECIFIED",2.07783272898057e+188,34.72
"COUNTY","GEORGIA","13","NORTHWEST",10,"WALKER","295","ACRES GROWN","TOTAL","NOT SPECIFIED",6.38366757488383e+165,34
"COUNTY","GEORGIA","13","NORTHWEST",10,"WALKER","295","ACRES NON-BEARING","TOTAL","NOT SPECIFIED",0,64.8
"COUNTY","GEORGIA","13","NORTHWEST",10,"WALKER","295","OPERATIONS WITH AREA BEARING","TOTAL","NOT SPECIFIED",3,53.6
"COUNTY","GEORGIA","13","NORTHWEST",10,"WALKER","295","OPERATIONS WITH AREA GROWN","TOTAL","NOT SPECIFIED",3,48.6
"COUNTY","GEORGIA","13","NORTHWEST",10,"WALKER","295","OPERATIONS WITH AREA NON-BEARING","TOTAL","NOT SPECIFIED",3,59.4
"COUNTY","GEORGIA","13","SOUTH CENTRAL",80,"BERRIEN","019","ACRES BEARING","TOTAL","NOT SPECIFIED",2.07783272898057e+188,34.72
"COUNTY","GEORGIA","13","SOUTH CENTRAL",80,"BERRIEN","019","ACRES GROWN","TOTAL","NOT SPECIFIED",6.38366757488383e+165,34
"COUNTY","GEORGIA","13","SOUTH CENTRAL",80,"BERRIEN","019","OPERATIONS WITH AREA BEARING","TOTAL","NOT SPECIFIED",1,0.05
"COUNTY","GEORGIA","13","SOUTH CENTRAL",80,"BERRIEN","019","OPERATIONS WITH AREA GROWN","TOTAL","NOT SPECIFIED",1,0.05
"COUNTY","GEORGIA","13","SOUTH CENTRAL",80,"COLQUITT","071","ACRES BEARING","TOTAL","NOT SPECIFIED",2.07783272898057e+188,34.72
"COUNTY","GEORGIA","13","SOUTH CENTRAL",80,"COLQUITT","071","ACRES GROWN","TOTAL","NOT SPECIFIED",6.38366757488383e+165,34
"COUNTY","GEORGIA","13","SOUTH CENTRAL",80,"COLQUITT","071","OPERATIONS WITH AREA BEARING","TOTAL","NOT SPECIFIED",1,0.05
"COUNTY","GEORGIA","13","SOUTH CENTRAL",80,"COLQUITT","071","OPERATIONS WITH AREA GROWN","TOTAL","NOT SPECIFIED",1,0.05
"COUNTY","GEORGIA","13","SOUTH CENTRAL",80,"LANIER","173","ACRES BEARING","TOTAL","NOT SPECIFIED",1,0.05
"COUNTY","GEORGIA","13","SOUTH CENTRAL",80,"LANIER","173","ACRES GROWN","TOTAL","NOT SPECIFIED",1,0.05
"COUNTY","GEORGIA","13","SOUTH CENTRAL",80,"LANIER","173","OPERATIONS WITH AREA BEARING","TOTAL","NOT SPECIFIED",6,0.05
"COUNTY","GEORGIA","13","SOUTH CENTRAL",80,"LANIER","173","OPERATIONS WITH AREA GROWN","TOTAL","NOT SPECIFIED",6,0.05
"COUNTY","GEORGIA","13","SOUTH CENTRAL",80,"LOWNDES","185","ACRES BEARING","TOTAL","NOT SPECIFIED",0,18.2
"COUNTY","GEORGIA","13","SOUTH CENTRAL",80,"LOWNDES","185","ACRES GROWN","TOTAL","NOT SPECIFIED",0,21.4
"COUNTY","GEORGIA","13","SOUTH CENTRAL",80,"LOWNDES","185","OPERATIONS WITH AREA BEARING","TOTAL","NOT SPECIFIED",3,53.6
"COUNTY","GEORGIA","13","SOUTH CENTRAL",80,"LOWNDES","185","OPERATIONS WITH AREA GROWN","TOTAL","NOT SPECIFIED",3,48.6
"COUNTY","GEORGIA","13","SOUTH CENTRAL",80,"TIFT","277","ACRES BEARING","TOTAL","NOT SPECIFIED",2.07783272898057e+188,34.72
"COUNTY","GEORGIA","13","SOUTH CENTRAL",80,"TIFT","277","ACRES GROWN","TOTAL","NOT SPECIFIED",6.38366757488383e+165,34
"COUNTY","GEORGIA","13","SOUTH CENTRAL",80,"TIFT","277","OPERATIONS WITH AREA BEARING","TOTAL","NOT SPECIFIED",1,53.6
"COUNTY","GEORGIA","13","SOUTH CENTRAL",80,"TIFT","277","OPERATIONS WITH AREA GROWN","TOTAL","NOT SPECIFIED",1,48.6
"COUNTY","GEORGIA","13","SOUTH CENTRAL",80,"WILCOX","315","ACRES BEARING","TOTAL","NOT SPECIFIED",2.07783272898057e+188,34.72
"COUNTY","GEORGIA","13","SOUTH CENTRAL",80,"WILCOX","315","ACRES GROWN","TOTAL","NOT SPECIFIED",6.38366757488383e+165,34
"COUNTY","GEORGIA","13","SOUTH CENTRAL",80,"WILCOX","315","OPERATIONS WITH AREA BEARING","TOTAL","NOT SPECIFIED",1,0.05
"COUNTY","GEORGIA","13","SOUTH CENTRAL",80,"WILCOX","315","OPERATIONS WITH AREA GROWN","TOTAL","NOT SPECIFIED",1,0.05
"COUNTY","GEORGIA","13","SOUTH CENTRAL",80,"WORTH","321","ACRES BEARING","TOTAL","NOT SPECIFIED",2.07783272898057e+188,34.72
"COUNTY","GEORGIA","13","SOUTH CENTRAL",80,"WORTH","321","ACRES GROWN","TOTAL","NOT SPECIFIED",6.38366757488383e+165,34
"COUNTY","GEORGIA","13","SOUTH CENTRAL",80,"WORTH","321","OPERATIONS WITH AREA BEARING","TOTAL","NOT SPECIFIED",1,53.6
"COUNTY","GEORGIA","13","SOUTH CENTRAL",80,"WORTH","321","OPERATIONS WITH AREA GROWN","TOTAL","NOT SPECIFIED",1,48.6
"COUNTY","GEORGIA","13","SOUTHEAST",90,"APPLING","001","ACRES BEARING","TOTAL","NOT SPECIFIED",2.07783272898057e+188,34.72
"COUNTY","GEORGIA","13","SOUTHEAST",90,"APPLING","001","ACRES GROWN","TOTAL","NOT SPECIFIED",6.38366757488383e+165,34
"COUNTY","GEORGIA","13","SOUTHEAST",90,"APPLING","001","OPERATIONS WITH AREA BEARING","TOTAL","NOT SPECIFIED",1,0.05
"COUNTY","GEORGIA","13","SOUTHEAST",90,"APPLING","001","OPERATIONS WITH AREA GROWN","TOTAL","NOT SPECIFIED",1,0.05
"COUNTY","GEORGIA","13","SOUTHEAST",90,"BRANTLEY","025","ACRES BEARING","TOTAL","NOT SPECIFIED",2.07783272898057e+188,34.72
"COUNTY","GEORGIA","13","SOUTHEAST",90,"BRANTLEY","025","ACRES GROWN","TOTAL","NOT SPECIFIED",6.38366757488383e+165,34
"COUNTY","GEORGIA","13","SOUTHEAST",90,"BRANTLEY","025","OPERATIONS WITH AREA BEARING","TOTAL","NOT SPECIFIED",1,53.6
"COUNTY","GEORGIA","13","SOUTHEAST",90,"BRANTLEY","025","OPERATIONS WITH AREA GROWN","TOTAL","NOT SPECIFIED",1,48.6
"COUNTY","GEORGIA","13","SOUTHEAST",90,"CAMDEN","039","ACRES BEARING","TOTAL","NOT SPECIFIED",2.07783272898057e+188,34.72
"COUNTY","GEORGIA","13","SOUTHEAST",90,"CAMDEN","039","ACRES GROWN","TOTAL","NOT SPECIFIED",6.38366757488383e+165,34
"COUNTY","GEORGIA","13","SOUTHEAST",90,"CAMDEN","039","OPERATIONS WITH AREA BEARING","TOTAL","NOT SPECIFIED",2,53.6
"COUNTY","GEORGIA","13","SOUTHEAST",90,"CAMDEN","039","OPERATIONS WITH AREA GROWN","TOTAL","NOT SPECIFIED",2,48.6
"COUNTY","GEORGIA","13","SOUTHEAST",90,"TATTNALL","267","ACRES BEARING","TOTAL","NOT SPECIFIED",2.07783272898057e+188,34.72
"COUNTY","GEORGIA","13","SOUTHEAST",90,"TATTNALL","267","ACRES GROWN","TOTAL","NOT SPECIFIED",6.38366757488383e+165,34
"COUNTY","GEORGIA","13","SOUTHEAST",90,"TATTNALL","267","ACRES NON-BEARING","TOTAL","NOT SPECIFIED",0,43.67
"COUNTY","GEORGIA","13","SOUTHEAST",90,"TATTNALL","267","OPERATIONS WITH AREA BEARING","TOTAL","NOT SPECIFIED",1,0.05
"COUNTY","GEORGIA","13","SOUTHEAST",90,"TATTNALL","267","OPERATIONS WITH AREA GROWN","TOTAL","NOT SPECIFIED",1,0.05
"COUNTY","GEORGIA","13","SOUTHEAST",90,"TATTNALL","267","OPERATIONS WITH AREA NON-BEARING","TOTAL","NOT SPECIFIED",1,0.05
"COUNTY","GEORGIA","13","SOUTHEAST",90,"TOOMBS","279","ACRES BEARING","TOTAL","NOT SPECIFIED",3,18.2
"COUNTY","GEORGIA","13","SOUTHEAST",90,"TOOMBS","279","ACRES GROWN","TOTAL","NOT SPECIFIED",3,21.4
"COUNTY","GEORGIA","13","SOUTHEAST",90,"TOOMBS","279","ACRES NON-BEARING","TOTAL","NOT SPECIFIED",0,64.8
"COUNTY","GEORGIA","13","SOUTHEAST",90,"TOOMBS","279","OPERATIONS WITH AREA BEARING","TOTAL","NOT SPECIFIED",3,53.6
"COUNTY","GEORGIA","13","SOUTHEAST",90,"TOOMBS","279","OPERATIONS WITH AREA GROWN","TOTAL","NOT SPECIFIED",3,48.6
"COUNTY","GEORGIA","13","SOUTHEAST",90,"TOOMBS","279","OPERATIONS WITH AREA NON-BEARING","TOTAL","NOT SPECIFIED",3,59.4
"COUNTY","GEORGIA","13","SOUTHEAST",90,"WARE","299","ACRES BEARING","TOTAL","NOT SPECIFIED",2.07783272898057e+188,34.72
"COUNTY","GEORGIA","13","SOUTHEAST",90,"WARE","299","ACRES GROWN","TOTAL","NOT SPECIFIED",6.38366757488383e+165,34
"COUNTY","GEORGIA","13","SOUTHEAST",90,"WARE","299","OPERATIONS WITH AREA BEARING","TOTAL","NOT SPECIFIED",1,53.6
"COUNTY","GEORGIA","13","SOUTHEAST",90,"WARE","299","OPERATIONS WITH AREA GROWN","TOTAL","NOT SPECIFIED",1,48.6
"COUNTY","GEORGIA","13","SOUTHWEST",70,"DECATUR","087","ACRES BEARING","TOTAL","NOT SPECIFIED",2.07783272898057e+188,34.72
"COUNTY","GEORGIA","13","SOUTHWEST",70,"DECATUR","087","ACRES GROWN","TOTAL","NOT SPECIFIED",6.38366757488383e+165,34
"COUNTY","GEORGIA","13","SOUTHWEST",70,"DECATUR","087","OPERATIONS WITH AREA BEARING","TOTAL","NOT SPECIFIED",3,53.6
"COUNTY","GEORGIA","13","SOUTHWEST",70,"DECATUR","087","OPERATIONS WITH AREA GROWN","TOTAL","NOT SPECIFIED",3,48.6
"COUNTY","GEORGIA","13","SOUTHWEST",70,"EARLY","099","ACRES GROWN","TOTAL","NOT SPECIFIED",6.38366757488383e+165,34
"COUNTY","GEORGIA","13","SOUTHWEST",70,"EARLY","099","ACRES NON-BEARING","TOTAL","NOT SPECIFIED",0,43.67
"COUNTY","GEORGIA","13","SOUTHWEST",70,"EARLY","099","OPERATIONS WITH AREA GROWN","TOTAL","NOT SPECIFIED",1,48.6
"COUNTY","GEORGIA","13","SOUTHWEST",70,"EARLY","099","OPERATIONS WITH AREA NON-BEARING","TOTAL","NOT SPECIFIED",1,59.4
"COUNTY","GEORGIA","13","SOUTHWEST",70,"GRADY","131","ACRES BEARING","TOTAL","NOT SPECIFIED",2.07783272898057e+188,34.72
"COUNTY","GEORGIA","13","SOUTHWEST",70,"GRADY","131","ACRES GROWN","TOTAL","NOT SPECIFIED",6.38366757488383e+165,34
"COUNTY","GEORGIA","13","SOUTHWEST",70,"GRADY","131","OPERATIONS WITH AREA BEARING","TOTAL","NOT SPECIFIED",1,0.05
"COUNTY","GEORGIA","13","SOUTHWEST",70,"GRADY","131","OPERATIONS WITH AREA GROWN","TOTAL","NOT SPECIFIED",1,0.05
"COUNTY","GEORGIA","13","SOUTHWEST",70,"MILLER","201","ACRES BEARING","TOTAL","NOT SPECIFIED",2.07783272898057e+188,34.72
"COUNTY","GEORGIA","13","SOUTHWEST",70,"MILLER","201","ACRES GROWN","TOTAL","NOT SPECIFIED",6.38366757488383e+165,34
"COUNTY","GEORGIA","13","SOUTHWEST",70,"MILLER","201","OPERATIONS WITH AREA BEARING","TOTAL","NOT SPECIFIED",2,53.6
"COUNTY","GEORGIA","13","SOUTHWEST",70,"MILLER","201","OPERATIONS WITH AREA GROWN","TOTAL","NOT SPECIFIED",2,48.6
"COUNTY","GEORGIA","13","SOUTHWEST",70,"MITCHELL","205","ACRES BEARING","TOTAL","NOT SPECIFIED",2.07783272898057e+188,34.72
"COUNTY","GEORGIA","13","SOUTHWEST",70,"MITCHELL","205","ACRES GROWN","TOTAL","NOT SPECIFIED",6.38366757488383e+165,34
"COUNTY","GEORGIA","13","SOUTHWEST",70,"MITCHELL","205","OPERATIONS WITH AREA BEARING","TOTAL","NOT SPECIFIED",1,0.05
"COUNTY","GEORGIA","13","SOUTHWEST",70,"MITCHELL","205","OPERATIONS WITH AREA GROWN","TOTAL","NOT SPECIFIED",1,0.05
"COUNTY","GEORGIA","13","WEST CENTRAL",40,"CARROLL","045","ACRES BEARING","TOTAL","NOT SPECIFIED",1,18.2
"COUNTY","GEORGIA","13","WEST CENTRAL",40,"CARROLL","045","ACRES GROWN","TOTAL","NOT SPECIFIED",3,21.4
"COUNTY","GEORGIA","13","WEST CENTRAL",40,"CARROLL","045","ACRES NON-BEARING","TOTAL","NOT SPECIFIED",2,0.05
"COUNTY","GEORGIA","13","WEST CENTRAL",40,"CARROLL","045","OPERATIONS WITH AREA BEARING","TOTAL","NOT SPECIFIED",8,53.6
"COUNTY","GEORGIA","13","WEST CENTRAL",40,"CARROLL","045","OPERATIONS WITH AREA GROWN","TOTAL","NOT SPECIFIED",14,48.6
"COUNTY","GEORGIA","13","WEST CENTRAL",40,"CARROLL","045","OPERATIONS WITH AREA NON-BEARING","TOTAL","NOT SPECIFIED",6,0.05
"COUNTY","GEORGIA","13","WEST CENTRAL",40,"FAYETTE","113","ACRES BEARING","TOTAL","NOT SPECIFIED",6,18.2
"COUNTY","GEORGIA","13","WEST CENTRAL",40,"FAYETTE","113","ACRES GROWN","TOTAL","NOT SPECIFIED",6,21.4
"COUNTY","GEORGIA","13","WEST CENTRAL",40,"FAYETTE","113","OPERATIONS WITH AREA BEARING","TOTAL","NOT SPECIFIED",3,53.6
"COUNTY","GEORGIA","13","WEST CENTRAL",40,"FAYETTE","113","OPERATIONS WITH AREA GROWN","TOTAL","NOT SPECIFIED",3,48.6
"COUNTY","GEORGIA","13","WEST CENTRAL",40,"HENRY","151","ACRES BEARING","TOTAL","NOT SPECIFIED",2.07783272898057e+188,34.72
"COUNTY","GEORGIA","13","WEST CENTRAL",40,"HENRY","151","ACRES GROWN","TOTAL","NOT SPECIFIED",6.38366757488383e+165,34
"COUNTY","GEORGIA","13","WEST CENTRAL",40,"HENRY","151","OPERATIONS WITH AREA BEARING","TOTAL","NOT SPECIFIED",1,53.6
"COUNTY","GEORGIA","13","WEST CENTRAL",40,"HENRY","151","OPERATIONS WITH AREA GROWN","TOTAL","NOT SPECIFIED",1,48.6
"COUNTY","GEORGIA","13","WEST CENTRAL",40,"MACON","193","ACRES BEARING","TOTAL","NOT SPECIFIED",0,18.2
"COUNTY","GEORGIA","13","WEST CENTRAL",40,"MACON","193","ACRES GROWN","TOTAL","NOT SPECIFIED",0,21.4
"COUNTY","GEORGIA","13","WEST CENTRAL",40,"MACON","193","OPERATIONS WITH AREA BEARING","TOTAL","NOT SPECIFIED",3,53.6
"COUNTY","GEORGIA","13","WEST CENTRAL",40,"MACON","193","OPERATIONS WITH AREA GROWN","TOTAL","NOT SPECIFIED",3,48.6
"COUNTY","GEORGIA","13","WEST CENTRAL",40,"MERIWETHER","199","ACRES BEARING","TOTAL","NOT SPECIFIED",2.07783272898057e+188,34.72
"COUNTY","GEORGIA","13","WEST CENTRAL",40,"MERIWETHER","199","ACRES GROWN","TOTAL","NOT SPECIFIED",88,21.4
"COUNTY","GEORGIA","13","WEST CENTRAL",40,"MERIWETHER","199","ACRES NON-BEARING","TOTAL","NOT SPECIFIED",0,43.67
"COUNTY","GEORGIA","13","WEST CENTRAL",40,"MERIWETHER","199","OPERATIONS WITH AREA BEARING","TOTAL","NOT SPECIFIED",10,53.6
"COUNTY","GEORGIA","13","WEST CENTRAL",40,"MERIWETHER","199","OPERATIONS WITH AREA GROWN","TOTAL","NOT SPECIFIED",10,48.6
"COUNTY","GEORGIA","13","WEST CENTRAL",40,"MERIWETHER","199","OPERATIONS WITH AREA NON-BEARING","TOTAL","NOT SPECIFIED",3,59.4
"COUNTY","GEORGIA","13","WEST CENTRAL",40,"TROUP","285","ACRES BEARING","TOTAL","NOT SPECIFIED",12,0.05
"COUNTY","GEORGIA","13","WEST CENTRAL",40,"TROUP","285","ACRES GROWN","TOTAL","NOT SPECIFIED",15,21.4
"COUNTY","GEORGIA","13","WEST CENTRAL",40,"TROUP","285","ACRES NON-BEARING","TOTAL","NOT SPECIFIED",3,64.8
"COUNTY","GEORGIA","13","WEST CENTRAL",40,"TROUP","285","OPERATIONS WITH AREA BEARING","TOTAL","NOT SPECIFIED",6,0.05
"COUNTY","GEORGIA","13","WEST CENTRAL",40,"TROUP","285","OPERATIONS WITH AREA GROWN","TOTAL","NOT SPECIFIED",9,48.6
"COUNTY","GEORGIA","13","WEST CENTRAL",40,"TROUP","285","OPERATIONS WITH AREA NON-BEARING","TOTAL","NOT SPECIFIED",3,59.4
"COUNTY","HAWAII","15","HAWAII ISLAND",11,"HAWAII","001","ACRES BEARING","TOTAL","NOT SPECIFIED",1,0.6
"COUNTY","HAWAII","15","HAWAII ISLAND",11,"HAWAII","001","ACRES GROWN","TOTAL","NOT SPECIFIED",1.89732245341667e+158,18.83
"COUNTY","HAWAII","15","HAWAII ISLAND",11,"HAWAII","001","ACRES NON-BEARING","TOTAL","NOT SPECIFIED",0,28.49
"COUNTY","HAWAII","15","HAWAII ISLAND",11,"HAWAII","001","OPERATIONS WITH AREA BEARING","TOTAL","NOT SPECIFIED",5,38.7
"COUNTY","HAWAII","15","HAWAII ISLAND",11,"HAWAII","001","OPERATIONS WITH AREA GROWN","TOTAL","NOT SPECIFIED",8,34.8
"COUNTY","HAWAII","15","HAWAII ISLAND",11,"HAWAII","001","OPERATIONS WITH AREA NON-BEARING","TOTAL","NOT SPECIFIED",4,33.5
"COUNTY","HAWAII","15","MAUI, MOLOKAI & LANAI ISLAND",35,"MAUI & KALAWAO","009","ACRES BEARING","TOTAL","NOT SPECIFIED",6.17563280808934e+180,19.55
"COUNTY","HAWAII","15","MAUI, MOLOKAI & LANAI ISLAND",35,"MAUI & KALAWAO","009","ACRES GROWN","TOTAL","NOT SPECIFIED",1.89732245341667e+158,18.83
"COUNTY","HAWAII","15","MAUI, MOLOKAI & LANAI ISLAND",35,"MAUI & KALAWAO","009","OPERATIONS WITH AREA BEARING","TOTAL","NOT SPECIFIED",1,0.05
"COUNTY","HAWAII","15","MAUI, MOLOKAI & LANAI ISLAND",35,"MAUI & KALAWAO","009","OPERATIONS WITH AREA GROWN","TOTAL","NOT SPECIFIED",1,0.05
"COUNTY","HAWAII","15","OAHU ISLAND",62,"HONOLULU","003","ACRES BEARING","TOTAL","NOT SPECIFIED",6.17563280808934e+180,19.55
"COUNTY","HAWAII","15","OAHU ISLAND",62,"HONOLULU","003","ACRES GROWN","TOTAL","NOT SPECIFIED",1.89732245341667e+158,18.83
"COUNTY","HAWAII","15","OAHU ISLAND",62,"HONOLULU","003","OPERATIONS WITH AREA BEARING","TOTAL","NOT SPECIFIED",2,0.05
"COUNTY","HAWAII","15","OAHU ISLAND",62,"HONOLULU","003","OPERATIONS WITH AREA GROWN","TOTAL","NOT SPECIFIED",2,0.05
"COUNTY","IDAHO","16","EAST",90,"BANNOCK","005","ACRES BEARING","TOTAL","NOT SPECIFIED",1.86377062471537e+174,30.18
"COUNTY","IDAHO","16","EAST",90,"BANNOCK","005","ACRES GROWN","TOTAL","NOT SPECIFIED",5.72601053880489e+151,29.45
"COUNTY","IDAHO","16","EAST",90,"BANNOCK","005","OPERATIONS WITH AREA BEARING","TOTAL","NOT SPECIFIED",2,30.3
"COUNTY","IDAHO","16","EAST",90,"BANNOCK","005","OPERATIONS WITH AREA GROWN","TOTAL","NOT SPECIFIED",2,32.5
"COUNTY","IDAHO","16","EAST",90,"BINGHAM","011","ACRES BEARING","TOTAL","NOT SPECIFIED",1,0.05
"COUNTY","IDAHO","16","EAST",90,"BINGHAM","011","ACRES GROWN","TOTAL","NOT SPECIFIED",1,0.05
"COUNTY","IDAHO","16","EAST",90,"BINGHAM","011","OPERATIONS WITH AREA BEARING","TOTAL","NOT SPECIFIED",4,0.05
"COUNTY","IDAHO","16","EAST",90,"BINGHAM","011","OPERATIONS WITH AREA GROWN","TOTAL","NOT SPECIFIED",4,0.05
"COUNTY","IDAHO","16","EAST",90,"FREMONT","043","ACRES BEARING","TOTAL","NOT SPECIFIED",1.86377062471537e+174,30.18
"COUNTY","IDAHO","16","EAST",90,"FREMONT","043","ACRES GROWN","TOTAL","NOT SPECIFIED",5.72601053880489e+151,29.45
"COUNTY","IDAHO","16","EAST",90,"FREMONT","043","OPERATIONS WITH AREA BEARING","TOTAL","NOT SPECIFIED",3,30.3
"COUNTY","IDAHO","16","EAST",90,"FREMONT","043","OPERATIONS WITH AREA GROWN","TOTAL","NOT SPECIFIED",3,32.5
"COUNTY","IDAHO","16","EAST",90,"JEFFERSON","051","ACRES BEARING","TOTAL","NOT SPECIFIED",1,32.5
"COUNTY","IDAHO","16","EAST",90,"JEFFERSON","051","ACRES GROWN","TOTAL","NOT SPECIFIED",1,33.7
"COUNTY","IDAHO","16","EAST",90,"JEFFERSON","051","OPERATIONS WITH AREA BEARING","TOTAL","NOT SPECIFIED",7,30.3
"COUNTY","IDAHO","16","EAST",90,"JEFFERSON","051","OPERATIONS WITH AREA GROWN","TOTAL","NOT SPECIFIED",7,32.5
"COUNTY","IDAHO","16","EAST",90,"LEMHI","059","ACRES BEARING","TOTAL","NOT SPECIFIED",1.86377062471537e+174,30.18
"COUNTY","IDAHO","16","EAST",90,"LEMHI","059","ACRES GROWN","TOTAL","NOT SPECIFIED",5.72601053880489e+151,29.45
"COUNTY","IDAHO","16","EAST",90,"LEMHI","059","OPERATIONS WITH AREA BEARING","TOTAL","NOT SPECIFIED",5,30.3
"COUNTY","IDAHO","16","EAST",90,"LEMHI","059","OPERATIONS WITH AREA GROWN","TOTAL","NOT SPECIFIED",5,32.5
"COUNTY","IDAHO","16","EAST",90,"MADISON","065","ACRES BEARING","TOTAL","NOT SPECIFIED",1.86377062471537e+174,30.18
"COUNTY","IDAHO","16","EAST",90,"MADISON","065","ACRES GROWN","TOTAL","NOT SPECIFIED",5.72601053880489e+151,29.45
"COUNTY","IDAHO","16","EAST",90,"MADISON","065","OPERATIONS WITH AREA BEARING","TOTAL","NOT SPECIFIED",1,0.05
"COUNTY","IDAHO","16","EAST",90,"MADISON","065","OPERATIONS WITH AREA GROWN","TOTAL","NOT SPECIFIED",1,0.05
"COUNTY","IDAHO","16","NORTH",10,"BENEWAH","009","ACRES BEARING","TOTAL","NOT SPECIFIED",1.86377062471537e+174,30.18
"COUNTY","IDAHO","16","NORTH",10,"BENEWAH","009","ACRES GROWN","TOTAL","NOT SPECIFIED",5.72601053880489e+151,29.45
"COUNTY","IDAHO","16","NORTH",10,"BENEWAH","009","OPERATIONS WITH AREA BEARING","TOTAL","NOT SPECIFIED",4,30.3
"COUNTY","IDAHO","16","NORTH",10,"BENEWAH","009","OPERATIONS WITH AREA GROWN","TOTAL","NOT SPECIFIED",4,32.5
"COUNTY","IDAHO","16","NORTH",10,"BONNER","017","ACRES BEARING","TOTAL","NOT SPECIFIED",1.86377062471537e+174,30.18
"COUNTY","IDAHO","16","NORTH",10,"BONNER","017","ACRES GROWN","TOTAL","NOT SPECIFIED",1,33.7
"COUNTY","IDAHO","16","NORTH",10,"BONNER","017","ACRES NON-BEARING","TOTAL","NOT SPECIFIED",0,39.12
"COUNTY","IDAHO","16","NORTH",10,"BONNER","017","OPERATIONS WITH AREA BEARING","TOTAL","NOT SPECIFIED",8,30.3
"COUNTY","IDAHO","16","NORTH",10,"BONNER","017","OPERATIONS WITH AREA GROWN","TOTAL","NOT SPECIFIED",10,32.5
"COUNTY","IDAHO","16","NORTH",10,"BONNER","017","OPERATIONS WITH AREA NON-BEARING","TOTAL","NOT SPECIFIED",2,83
"COUNTY","IDAHO","16","NORTH",10,"BOUNDARY","021","ACRES BEARING","TOTAL","NOT SPECIFIED",1.86377062471537e+174,30.18
"COUNTY","IDAHO","16","NORTH",10,"BOUNDARY","021","ACRES GROWN","TOTAL","NOT SPECIFIED",5.72601053880489e+151,29.45
